User,Tweet
CNNnews18,A 40-year-old woman was raped by six youths in Rajasthan's Baran district who filmed the crime and uploaded the video on social media https://t.co/QSiplqCPaz
CNNnews18,"40-year-old woman raped by 6 youths in Rajasthan; video uploaded on social media
https://t.co/QSiplqUq27"
TimesNow,Shocking molestation bid caught on CAM | Woman molested onboard a train | Horror on Saharanpur-Delhi Express https://t.co/ED3FNVgEHY
TimesNow,"9-yr-old girl raped inside mall on International Women's Day
https://t.co/UEZc6CGuQ4"
republic,"A 14-year-old girl gang-raped in Uttar Pradesh's Bulandshahr, act filmed on camera 

https://t.co/22132EQqYt"
TimesNow,"On Tuesday, a woman was arrested for allegedly setting up her stepdaughter to be raped by a man
https://t.co/b8GMu7o7y3"
CNNnews18,A three-year-old girl has been allegedly raped by a bus-cleaner inside a parked luxury bus in Kolkata's Canal (West) Road https://t.co/y9jDfpnRIu
republic,"Fortis Hospital denies allegations of a girl being molested by doctor in operation theatre in Delhi; Read full statement here:

https://t.co/pkhFeuPGtR"
republic,"""His intention was to play with my body"": Girl alleges doctor molested her inside operation theatre in Delhi’s Fortis Hospital

https://t.co/dapGwybwB8"
republic,"#BREAKING: Girl allegedly molested by a doctor inside operation theatre at Fortis Hospital 

https://t.co/lpnVZxGnA2"
TimesNow,"16-year-old girl allegedly raped by man in UP; act filmed
https://t.co/CS4Ll6vjok"
republic,"21-year-old woman molested at a railway station in Mumbai, crime caught on CCTV

https://t.co/iJyAEfmVu8"
CNNnews18,"Woman molested in Mumbai 
https://t.co/tcK9C8vdQC"
CNNnews18,A 43-year-old man arrested for forcibly kissing a woman commuter in Mumbai. Accused molested the woman while she was waiting to board a local train. Police kept a close watch on accused's suspicious movement at the station. Cops traced the accused after examining CCTV footage https://t.co/3DucQDJblT
CNNnews18,#BREAKING -- 43-year-old man arrested for forcibly kissing a woman commuter in Mumbai. Accused molested the woman while she was waiting to board a local train | @radhika1705 with more details https://t.co/b4OoUzeZYX
TimesNow,21-year-old female commuter molested at the Turbhe railway station in Mumbai https://t.co/zYVDTfnFhp
republic,"21-year-old woman molested at Mumbai railway station, crime caught on CCTV

https://t.co/iJyAEfmVu8"
CNNnews18,Nirbhaya Like Gang Rape in Bengal:28-yr-old mentally unsound tribal woman allegedly gang raped after which miscreants thrust iron rod into her genitals. Victim was moved to Raigunj Hosp where she had surgery but later shifted to Malda Medical College &amp;Hosp;she's battling for life https://t.co/jV6Vc5Nieb
TimesNow,"A 28-year-old mentally challenged woman was allegedly gang-raped at Kushmandi in South Dinajpur district. The victim, an orphan, was found in naked &amp; in subconscious state at roadside by locals. TIMES NOW asks, 'When will India wake up?' #WakeUpIndia Ground report by @Tamal0401 https://t.co/KDqwitYC2u"
CNNnews18,"It’s an 8-yr-old-girl child who’s drugged, raped and then this Hindu Ekta March is held. It’s all politics: @gowhargeelani, Political Commentator, tells @sanket on #TheBigDebate | #PaapiPatriots"
TimesNow,"Minor found raped and murdered in agriculture field
https://t.co/gTWg1qRY9v"
CNNnews18,#BREAKING -  A 13-year-old girl's hair was chopped off as part of a 'purification ritual' in Kawardha district of Chhattisgarh after she was allegedly molested by a man. A search was on for the community members who had ordered and carried out the ritual. https://t.co/Dmt92JkFFN
CNNnews18,#BREAKING -  A 13-year-old girl's hair was chopped off as part of a 'purification ritual' in Kawardha district of Chhattisgarh after she was allegedly molested by a man. A search was on for the community members who had ordered and carried out the ritual. https://t.co/DLEQ2xpNfN
TimesNow,"In a shocking incident from Chhatisgarh, a victim from a tribal community was forced to chop her hair off by the kangaroo court, after she filed a complaint about being molested. Instead of helping the Victim, the Panchayat outcasted her. Report by @priyanktripathi https://t.co/GxwUTv7ZsI"
TimesNow,"Haryana: South Korean executive molested, colleague thrashed in Gurugram https://t.co/vRcmFevial"
TimesNow,Delhi University student files criminal complaint with Vasant Vihar Police Station  alleging that a man molested her onboard a bus https://t.co/Ya9Kom1IGu
CNNnews18,"A police officer, who was part of the team formed to trace the eight-year-old Nomad girl, later found raped and murdered in Jammu’s Kathua district, has now been arrested for committing the crime.
https://t.co/rHg5OtXDNL"
CNNnews18,"MP neta turns school into a dance bar, 7-yr-old molested in a school in Kolkata, drop-out rates soar in ‘New India;’ is India failing its children? Watch #TheBigDebate with @sanket at 7pm; tweet using #NewIndiaShame https://t.co/gr38qvZBjp"
CNNnews18,"MP neta turns school into a dance bar, 7-yr-old molested in a school in Kolkata, drop-out rates soar in ‘New India;’ is India failing its children? Watch #TheBigDebate with @sanket at 7pm; tweet using #NewIndiaShame https://t.co/iqoGgreuic"
CNNnews18,"MP neta turns school into a dance bar, 7-yr-old molested in a school in Kolkata, drop-out rates soar in ‘New India;’ is India failing its children? Watch #TheBigDebate with @sanket at 7pm; tweet using #NewIndiaShame https://t.co/N3drcGHJ4b"
TimesNow,Massive protests outside Carmel Primary School in Kolkata after a class 2 student was allegedly molested by a teacher https://t.co/Dn2ZaUutha
republic,"""When a woman is raped in the Chief Minister's constituency, he does not have time to meet her. He has time for Chandigarh"": Smriti Irani corners Tripura CM 

https://t.co/Tzsy3jmPIj"
CNNnews18,"Furious father vs Molestor Doctor.
This doctor molested nearly 200 girls.
#India360 with @ArunodayM https://t.co/iZvtuYHJYp"
republic,"Malayalam actress, who was molested on train, honoured by Kerala Police for her 'exemplary courage’

https://t.co/pEDsNXzr6H https://t.co/uatv3zzhX8"
republic,"Malayalam actress, who was molested on train, honoured by Kerala Police for her 'exemplary courage’

https://t.co/pEDsNXzr6H"
TimesNow,A 19-year-old woman allegedly raped inside a cinema hall in Hyderabad https://t.co/rmZvAbkyci
CNNnews18,#BREAKING - Rape in a movie theatre: A 19-year-old girl was raped while watching #Padmaavat in a movie hall in Hyderabad. https://t.co/jyERAEqkZV
CNNnews18,#BREAKING - Incredible India Shamed: Foreigner Molested in Goa https://t.co/cDwb8QoMkM
TimesNow,American National from Manchester Connecticut was allegedly molested at Arpora Night Market in North Goa by an Indian national who was her motor pilot https://t.co/JOx8ZcHdzV
CNNnews18,An eight-month-old baby girl was raped allegedly by her cousin in northwest Delhi's Netaji Subhash Place. https://t.co/nTt05LpqT2
TimesNow,"60-year-old woman allegedly raped, murdered inside hospital

https://t.co/gftZXSdeae"
TimesNow,"Woman molested onboard Konark Express at Thane station
https://t.co/4oxlYLg1ea"
CNNnews18,"Schoolgirl gang raped, then denied justice; Odisha govt/@Naveen_Odisha, says, no CBI probe, judicial inquiry ‘good enough.’ Watch #Epicentre with @maryashakil at 7.30pm; tweet using #WakeUpPatnaik https://t.co/wWmCPH8cSm"
CNNnews18,"Congress, BJP Call for State-wide Shutdown in Odisha Over 'Raped' Girl's Alleged Suicide
https://t.co/vpoZYnaHdF"
CNNnews18,"Why does Karni Sena go silent when women are raped? @BhayanaYogita, Gender Rights Activist, slams Prashant Singh of Karni Sena | #TheBigDebate with @sanket | #IWillSeePadmaavat"
TimesNow,"Gurugram: Woman raped in front of husband, 4 detained
https://t.co/vqmLIpEuZK"
CNNnews18,"Tribal activist Talib Hussain, who raised the issue of an eight-year-old being raped and murdered in Jammu’s Kathua district, was arrested
https://t.co/uGboO7gHGa"
CNNnews18,#NewsAlert -- Four-year-old girl allegedly raped by two minor boys in Ludhiana | ANI https://t.co/qKwV2qzDXS
CNNnews18,"Two minor Dalit girls were allegedly raped and killed in separate incidents in Haryana recently, barely a month after a similar case involving a six-year-old girl shook the state.
https://t.co/CnbgtR0YwA"
CNNnews18,"#BREAKING -- Another incident of gang rape in Haryana, a minor girl allegedly gang-raped by 3 men yesterday afternoon in moving a car in Faridabad. The girl was walking to the fields with her aunt when a few men in a car abducted her; case has been registered #StopThisShame https://t.co/IFOHWAuS4s"
TimesNow,"What is wrong with Haryana? Now, 20-yr-old woman gang-raped
https://t.co/YDqb63uNWf"
TimesNow,"Jharkhand: Minor girl raped by family friend
https://t.co/bXnugCosnX"
CNNnews18,"A cleric in a Nanded madrasa allegedly raped a 12-year-old girl and molested another minor, police said
https://t.co/W3I1D6Da3x"
CNNnews18,"#BREAKING | Haryana rape horror continues, 5 rapes in 5 days, a 3-year-old child raped by her 14-year-old neighbor | @jyotik with details on #Epicentre with @maryashakil | #NirbhayasOfHaryana https://t.co/gXOLSKNq4W"
CNNnews18,#BREAKING -- Another shocker from Haryana. 3 and a half-year-old raped by 14-year-old neighbour in Hisar. Accused has been arrested. #NirbhayasOfHaryana https://t.co/7U9Ajlo76K
CNNnews18,"Police said the boy had been missing since January 9 when the girl was gang-raped and murdered in Haryana’s Jind district. #KhattarDontPreach
https://t.co/dGgIlp3zvj"
TimesNow,"On stage,'Beti Bachao' slogans and on ground, 4 betis raped in 3 days #WakeUpKhattar https://t.co/xTJ9VsTnmD"
republic,"Minor raped at gunpoint in Uttar Pradesh's Pilibhit
https://t.co/2nMHZfnXqK"
CNNnews18,#WATCH | @Zebaism speaks to the kin of the 15-year-old girl who was brutally raped | #Epicentre with @maryashakil | #NirbhayasOfHaryana https://t.co/denAFIj24A
TimesNow,"Coming Up: Shocker from Haryana | Raped, brutalised, murdered | Join #WakeUpIndia campaign"
CNNnews18,#BREAKING - A 17-year-old was burnt alive after being raped by her cousins in UP's Hamirpur. https://t.co/drplbfWXIl
CNNnews18,#NirbhayasOfHaryana - A woman is raped every 14 minutes in India. https://t.co/HvBKhtDJou
CNNnews18,A 23-year-old woman was abducted and raped in a moving car for close to two hours in Faridabad's Sector 16 area on Saturday. https://t.co/EHTHx8XJKs
TimesNow,"15-yr-old brutally gang-raped; injuries like Nirbhaya's  
https://t.co/l6f0MRAJ92"
CNNnews18,"#BREAKING - An 11-year-old Dalit girl was gang-raped &amp; killed in Panipat, Haryana. The girl was allegedly abducted on Saturday evening when she had gone out to throw garbage at the village garbage dump. #NirbhayasOfHaryana https://t.co/f8LJIsljRV"
CNNnews18,Two minor Dalit girls were allegedly raped and killed in separate incidents in Haryana. https://t.co/uTA9kTjWZR
TimesNow,"A woman was raped for 2 hours in a moving car in Faridabad, Haryana and left  at the highway https://t.co/dn5BCpchkf"
CNNnews18,#BREAKING - 23-year-old gang-raped in Faridabad. Victim's body dumped in a petrol pump. https://t.co/CtVCRo7A8Y
CNNnews18,"23-year-old woman dies after being raped and set on fire allegedly by her father-in-law
https://t.co/QdU4EXszU6"
CNNnews18,Actress Eliza Dushku says she was sexually molested at age 12 by a stunt coordinator during production of the 1994 film True Lies https://t.co/ddtqAUBhPs
CNNnews18,"A six-year-old girl was allegedly raped by a police constable on Thursday morning, following which he was arrested. https://t.co/82QF0b1NNs"
CNNnews18,"Even though it's 2018, you are still to be blamed if you are raped.
https://t.co/aAas135nRG"
TimesNow,"Pak: Zainab is 12th victim in a year to be raped in Kasur
https://t.co/XpDl9YsvVd"
CNNnews18,"Protests rock Pakistan after 7-year-old raped &amp; killed; man builds igloo in his backyard; &amp; other stories on #India360 with @arunodaym, @sayoniaiyar at 7.55pm https://t.co/fOBFHemzZV"
CNNnews18,"Protests rock Pakistan after 7-year-old raped &amp; killed; man builds igloo in his backyard; &amp; other stories on #India360 with @arunodaym, @sayoniaiyar at 7.55pm https://t.co/cNoc8mhZMk"
CNNnews18,"Protests rock Pakistan after 7-year-old raped &amp; killed; man builds igloo in his backyard; &amp; other stories on #India360 with @arunodaym, @sayoniaiyar at 7.55pm https://t.co/eGaX9ZwRxK"
CNNnews18,#BREAKING -- Bulandshahar Gangrape-Murder Case Solved: Arrested accused confess that they first got drunk and then randomly kidnapped the girl for some 'fun'. They raped her in a moving car &amp; then murdered her; 2 people have been arrested and 1 is still on the run #StopThisShame https://t.co/R7uCIZbRZh
CNNnews18,"In a Shocking incident, a minor girl who was allegedly raped repeatedly over a month in Meerut was told by Panchayat to settle the case for ₹5 lakh. The 14-yr-old was 3 months pregnant before she was tricked into an abortion by the rapist. Police have arrested the accused. https://t.co/FDn4Ojjtsn"
CNNnews18,"Teen abducted, raped and killed in Uttar Pradesh.
#India360 with @ArunodayM https://t.co/Ass7cXS1Az"
CNNnews18,"On Dec 22, Sushma Sahu had gone to meet the father of the college student who was raped and later committed suicide. https://t.co/GNzChQ79h3"
CNNnews18,"A 19-year-old woman was allegedly thrashed and raped by two men in Delhi who then left her outside a metro station in Dwarka, following which the accused were arrested https://t.co/Ne8vUDLqYv"
TimesNow,"Mumbai: 25-year-old allegedly gang-raped in a private cab, cops arrest two accused https://t.co/ZnLa0ZzQJd"
CNNnews18,"#NewsAlert - A 32-year-old woman was raped in a cab in Mumbai on Dec 20. The incident took place near Mira Road. According to the victim's complainant, she was first robbed and then raped by the cab driver with the help of his friend. Two suspects have been arrested. https://t.co/3jon2CVa6M"
